V1,V2,Vout
0.43,1,0.015409372
0.431,1,0.0154093726
0.432,1,0.0154093726
0.433,1,0.0154093735
0.434,1,0.0154093728
0.435,1,0.0154093742
0.436,1,0.0154093735
0.437,1,0.0154093733
0.438,1,0.0154093747
0.439,1,0.0154093748
0.44,1,0.0154093755
0.441,1,0.0154093749
0.442,1,0.0154093755
0.443,1,0.015409375
0.444,1,0.015409375
0.445,1,0.015409376
0.446,1,0.0154093763
0.447,1,0.0154093777
0.448,1,0.0154093777
0.449,1,0.0154093774
0.45,1,0.0154093795
0.451,1,0.0154093786
0.452,1,0.0154093793
0.453,1,0.0154093793
0.454,1,0.0154093795
0.455,1,0.0154093796
0.456,1,0.0154093806
0.457,1,0.015409381
0.458,1,0.0154093809
0.459,1,0.015409381
0.46,1,0.0154093823
0.461,1,0.015409383
0.462,1,0.0154093827
0.463,1,0.0154093835
0.464,1,0.0154093844
0.465,1,0.0154093859
0.466,1,0.0154093851
0.467,1,0.015409387
0.468,1,0.0154093909
0.469,1,0.0154093896
0.47,1,0.0154093912
0.471,1,0.0154093905
0.472,1,0.0154093928
0.473,1,0.0154093928
0.474,1,0.0154093936
0.475,1,0.015409393
0.476,1,0.0154093943
0.477,1,0.0154093946
0.478,1,0.0154093958
0.479,1,0.0154093949
0.48,1,0.0154093973
0.481,1,0.0154093965
0.482,1,0.015409398
0.483,1,0.0154093986
0.484,1,0.0154093983
0.485,1,0.0154093997
0.486,1,0.0154093989
0.487,1,0.0154094014
0.488,1,0.015409404
0.489,1,0.0154094036
0.49,1,0.0154094047
0.491,1,0.0154094057
0.492,1,0.0154094075
0.493,1,0.0154094068
0.494,1,0.0154094078
0.495,1,0.0154094099
0.496,1,0.0154094106
0.497,1,0.015409412
0.498,1,0.0154094109
0.499,1,0.0154094143
0.5,1,0.0154094207
0.501,1,0.015409422
0.502,1,0.0154094238
0.503,1,0.0154094241
0.504,1,0.0154094266
0.505,1,0.0154094266
0.506,1,0.0154094269
0.507,1,0.0154094304
0.508,1,0.0154094328
0.509,1,0.0154094337
0.51,1,0.0154094341
0.511,1,0.0154094353
0.512,1,0.0154094373
0.513,1,0.0154094401
0.514,1,0.0154094405
0.515,1,0.0154094443
0.516,1,0.0154094444
0.517,1,0.015409446
0.518,1,0.0154094534
0.519,1,0.0154094546
0.52,1,0.0154094583
0.521,1,0.0154094601
0.522,1,0.0154094635
0.523,1,0.0154094645
0.524,1,0.0154094665
0.525,1,0.01540947
0.526,1,0.0154094718
0.527,1,0.0154094735
0.528,1,0.0154094785
0.529,1,0.015409486
0.53,1,0.0154094868
0.531,1,0.0154094904
0.532,1,0.0154094934
0.533,1,0.0154094962
0.534,1,0.0154094988
0.535,1,0.0154095025
0.536,1,0.0154095057
0.537,1,0.0154095148
0.538,1,0.0154095178
0.539,1,0.0154095213
0.54,1,0.0154095249
0.541,1,0.0154095285
0.542,1,0.0154095317
0.543,1,0.0154095375
0.544,1,0.0154095455
0.545,1,0.0154095498
0.546,1,0.0154095538
0.547,1,0.0154095581
0.548,1,0.0154095628
0.549,1,0.0154095675
0.55,1,0.0154095784
0.551,1,0.0154095825
0.552,1,0.0154095895
0.553,1,0.0154095942
0.554,1,0.0154095991
0.555,1,0.0154096057
0.556,1,0.0154096166
0.557,1,0.0154096207
0.558,1,0.0154096264
0.559,1,0.015409635
0.56,1,0.0154096447
0.561,1,0.0154096516
0.562,1,0.0154096568
0.563,1,0.0154096645
0.564,1,0.0154096792
0.565,1,0.0154096838
0.566,1,0.0154096927
0.567,1,0.0154097039
0.568,1,0.0154097128
0.569,1,0.0154097233
0.57,1,0.0154097358
0.571,1,0.0154097432
0.572,1,0.015409753
0.573,1,0.0154097676
0.574,1,0.0154097771
0.575,1,0.0154097846
0.576,1,0.0154098012
0.577,1,0.0154098101
0.578,1,0.0154098219
0.579,1,0.015409838
0.58,1,0.0154098502
0.581,1,0.0154098667
0.582,1,0.0154098779
0.583,1,0.015409895
0.584,1,0.0154099076
0.585,1,0.0154099259
0.586,1,0.0154099385
0.587,1,0.0154099576
0.588,1,0.0154099711
0.589,1,0.0154099903
0.59,1,0.0154100061
0.591,1,0.0154100256
0.592,1,0.0154100413
0.593,1,0.0154100624
0.594,1,0.0154100866
0.595,1,0.0154101002
0.596,1,0.0154101236
0.597,1,0.0154101482
0.598,1,0.0154101668
0.599,1,0.0154101897
0.6,1,0.0154102157
0.601,1,0.0154102396
0.602,1,0.0154102602
0.603,1,0.0154102868
0.604,1,0.0154103136
0.605,1,0.0154103405
0.606,1,0.0154103716
0.607,1,0.0154104006
0.608,1,0.0154104308
0.609,1,0.0154104568
0.61,1,0.0154104877
0.611,1,0.0154105171
0.612,1,0.0154105539
0.613,1,0.015410587
0.614,1,0.015410622
0.615,1,0.0154106562
0.616,1,0.0154106911
0.617,1,0.0154107284
0.618,1,0.015410768
0.619,1,0.0154108099
0.62,1,0.0154108502
0.621,1,0.015410891
0.622,1,0.0154109358
0.623,1,0.0154109793
0.624,1,0.0154110282
0.625,1,0.0154110716
0.626,1,0.0154111209
0.627,1,0.0154111695
0.628,1,0.0154112228
0.629,1,0.0154112747
0.63,1,0.015411327
0.631,1,0.015411383
0.632,1,0.0154114421
0.633,1,0.0154115
0.634,1,0.0154115618
0.635,1,0.0154116227
0.636,1,0.0154116877
0.637,1,0.0154117525
0.638,1,0.0154118205
0.639,1,0.0154118893
0.64,1,0.015411958
0.641,1,0.0154120361
0.642,1,0.0154121079
0.643,1,0.0154121874
0.644,1,0.0154122653
0.645,1,0.0154123512
0.646,1,0.0154124302
0.647,1,0.0154125205
0.648,1,0.0154126096
0.649,1,0.0154127035
0.65,1,0.0154127971
0.651,1,0.0154128934
0.652,1,0.0154129932
0.653,1,0.015413098
0.654,1,0.015413202
0.655,1,0.015413309
0.656,1,0.0154134229
0.657,1,0.0154135397
0.658,1,0.0154136549
0.659,1,0.0154137774
0.66,1,0.0154139009
0.661,1,0.0154140297
0.662,1,0.0154141606
0.663,1,0.0154142999
0.664,1,0.0154144376
0.665,1,0.0154145834
0.666,1,0.0154147281
0.667,1,0.0154148815
0.668,1,0.0154150358
0.669,1,0.0154151968
0.67,1,0.0154153636
0.671,1,0.0154155317
0.672,1,0.0154157047
0.673,1,0.0154158851
0.674,1,0.0154160709
0.675,1,0.0154162608
0.676,1,0.0154164539
0.677,1,0.0154166589
0.678,1,0.0154168627
0.679,1,0.0154170758
0.68,1,0.0154172937
0.681,1,0.0154175173
0.682,1,0.0154177462
0.683,1,0.0154179873
0.684,1,0.0154182309
0.685,1,0.0154184786
0.686,1,0.0154187376
0.687,1,0.0154190005
0.688,1,0.0154192757
0.689,1,0.0154195552
0.69,1,0.015419843
0.691,1,0.0154201376
0.692,1,0.015420445
0.693,1,0.0154207576
0.694,1,0.0154210777
0.695,1,0.015421413
0.696,1,0.0154217523
0.697,1,0.0154221037
0.698,1,0.0154224612
0.699,1,0.0154228317
0.7,1,0.0154232111
0.701,1,0.0154236015
0.702,1,0.0154240034
0.703,1,0.0154244177
0.704,1,0.0154248455
0.705,1,0.0154252817
0.706,1,0.0154257322
0.707,1,0.0154261946
0.708,1,0.0154266683
0.709,1,0.015427156
0.71,1,0.0154276566
0.711,1,0.015428178
0.712,1,0.0154287087
0.713,1,0.015429253
0.714,1,0.0154298152
0.715,1,0.0154303909
0.716,1,0.015430985
0.717,1,0.015431593
0.718,1,0.0154322203
0.719,1,0.0154328703
0.72,1,0.0154335326
0.721,1,0.0154342085
0.722,1,0.0154349145
0.723,1,0.0154356328
0.724,1,0.0154363736
0.725,1,0.0154371344
0.726,1,0.0154379187
0.727,1,0.0154387262
0.728,1,0.0154395521
0.729,1,0.0154404023
0.73,1,0.0154412796
0.731,1,0.0154421757
0.732,1,0.0154431048
0.733,1,0.0154440528
0.734,1,0.0154450327
0.735,1,0.0154460355
0.736,1,0.0154470661
0.737,1,0.0154481302
0.738,1,0.0154492238
0.739,1,0.0154503407
0.74,1,0.0154514973
0.741,1,0.0154526862
0.742,1,0.0154539012
0.743,1,0.0154551558
0.744,1,0.0154564464
0.745,1,0.0154577713
0.746,1,0.0154591327
0.747,1,0.0154605344
0.748,1,0.01546197
0.749,1,0.0154634501
0.75,1,0.0154649698
0.751,1,0.0154665361
0.752,1,0.015468143
0.753,1,0.0154697947
0.754,1,0.0154714929
0.755,1,0.0154732382
0.756,1,0.0154750333
0.757,1,0.015476882
0.758,1,0.0154787781
0.759,1,0.0154807229
0.76,1,0.0154827307
0.761,1,0.0154847881
0.762,1,0.0154869044
0.763,1,0.0154890823
0.764,1,0.0154913188
0.765,1,0.0154936203
0.766,1,0.0154959827
0.767,1,0.0154984103
0.768,1,0.015500906
0.769,1,0.0155034757
0.77,1,0.0155061141
0.771,1,0.0155088282
0.772,1,0.0155116155
0.773,1,0.0155144821
0.774,1,0.0155174253
0.775,1,0.0155204491
0.776,1,0.015523561
0.777,1,0.0155267613
0.778,1,0.0155300435
0.779,1,0.0155334218
0.78,1,0.0155368956
0.781,1,0.0155404608
0.782,1,0.0155441275
0.783,1,0.0155478961
0.784,1,0.0155517685
0.785,1,0.0155557522
0.786,1,0.0155598424
0.787,1,0.0155640436
0.788,1,0.0155683693
0.789,1,0.0155728044
0.79,1,0.0155773676
0.791,1,0.0155820599
0.792,1,0.0155868818
0.793,1,0.0155918358
0.794,1,0.0155969243
0.795,1,0.0156021577
0.796,1,0.0156075319
0.797,1,0.0156130532
0.798,1,0.0156187317
0.799,1,0.0156245612
0.8,1,0.0156305564
0.801,1,0.0156367174
0.802,1,0.0156430478
0.803,1,0.0156495518
0.804,1,0.0156562372
0.805,1,0.0156631013
0.806,1,0.0156701564
0.807,1,0.0156774057
0.808,1,0.0156848613
0.809,1,0.015692509
0.81,1,0.0157003741
0.811,1,0.0157084576
0.812,1,0.0157167607
0.813,1,0.0157252959
0.814,1,0.0157340577
0.815,1,0.015743065
0.816,1,0.0157523134
0.817,1,0.0157618224
0.818,1,0.0157715908
0.819,1,0.0157816215
0.82,1,0.0157919291
0.821,1,0.0158025212
0.822,1,0.0158134005
0.823,1,0.0158245789
0.824,1,0.015836064
0.825,1,0.0158478572
0.826,1,0.0158599742
0.827,1,0.0158724244
0.828,1,0.015885209
0.829,1,0.0158983483
0.83,1,0.0159118385
0.831,1,0.0159257006
0.832,1,0.0159399394
0.833,1,0.0159545617
0.834,1,0.0159695899
0.835,1,0.015985015
0.836,1,0.0160008665
0.837,1,0.0160171452
0.838,1,0.0160338662
0.839,1,0.0160510444
0.84,1,0.0160686817
0.841,1,0.0160867992
0.842,1,0.0161054059
0.843,1,0.0161245137
0.844,1,0.0161441424
0.845,1,0.0161642975
0.846,1,0.0161849968
0.847,1,0.0162062624
0.848,1,0.0162280916
0.849,1,0.0162505117
0.85,1,0.0162735401
0.851,1,0.0162971824
0.852,1,0.0163214643
0.853,1,0.0163463999
0.854,1,0.016372
0.855,1,0.0163982939
0.856,1,0.0164252874
0.857,1,0.0164530083
0.858,1,0.0164814743
0.859,1,0.0165107003
0.86,1,0.0165407092
0.861,1,0.0165715231
0.862,1,0.0166031567
0.863,1,0.0166356418
0.864,1,0.0166689891
0.865,1,0.0167032325
0.866,1,0.0167383882
0.867,1,0.0167744792
0.868,1,0.0168115319
0.869,1,0.0168495715
0.87,1,0.0168886243
0.871,1,0.0169287135
0.872,1,0.0169698725
0.873,1,0.0170121252
0.874,1,0.0170555025
0.875,1,0.017100028
0.876,1,0.0171457406
0.877,1,0.0171926623
0.878,1,0.0172408255
0.879,1,0.0172902657
0.88,1,0.0173410148
0.881,1,0.0173931112
0.882,1,0.017446588
0.883,1,0.0175014743
0.884,1,0.0175578118
0.885,1,0.0176156432
0.886,1,0.0176749983
0.887,1,0.017735923
0.888,1,0.0177984566
0.889,1,0.0178626374
0.89,1,0.0179285156
0.891,1,0.0179961358
0.892,1,0.0180655312
0.893,1,0.0181367609
0.894,1,0.01820987
0.895,1,0.0182849037
0.896,1,0.0183619208
0.897,1,0.0184409629
0.898,1,0.0185220912
0.899,1,0.0186053571
0.9,1,0.0186908223
0.901,1,0.0187785338
0.902,1,0.0188685631
0.903,1,0.0189609651
0.904,1,0.0190558054
0.905,1,0.0191531468
0.906,1,0.0192530662
0.907,1,0.0193556168
0.908,1,0.0194608792
0.909,1,0.0195689294
0.91,1,0.0196798342
0.911,1,0.019793675
0.912,1,0.0199105338
0.913,1,0.0200304913
0.914,1,0.0201536348
0.915,1,0.0202800496
0.916,1,0.0204098287
0.917,1,0.0205430667
0.918,1,0.0206798578
0.919,1,0.0208202984
0.92,1,0.0209645058
0.921,1,0.0211125767
0.922,1,0.0212646232
0.923,1,0.0214207585
0.924,1,0.0215811047
0.925,1,0.0217457869
0.926,1,0.0219149258
0.927,1,0.0220886664
0.928,1,0.0222671298
0.929,1,0.0224504708
0.93,1,0.0226388406
0.931,1,0.0228323851
0.932,1,0.0230312664
0.933,1,0.0232356566
0.934,1,0.0234457318
0.935,1,0.0236616652
0.936,1,0.0238836568
0.937,1,0.0241119016
0.938,1,0.024346612
0.939,1,0.024587995
0.94,1,0.0248362858
0.941,1,0.0250917239
0.942,1,0.025354567
0.943,1,0.0256250596
0.944,1,0.0259034984
0.945,1,0.0261901708
0.946,1,0.0264853855
0.947,1,0.026789463
0.948,1,0.0271027508
0.949,1,0.0274256076
0.95,1,0.0277584291
0.951,1,0.0281016186
0.952,1,0.0284556104
0.953,1,0.0288208714
0.954,1,0.0291978982
0.955,1,0.0295872185
0.956,1,0.0299893886
0.957,1,0.0304050236
0.958,1,0.0308347647
0.959,1,0.0312793135
0.96,1,0.0317394414
0.961,1,0.0322159376
0.962,1,0.0327097087
0.963,1,0.0332217019
0.964,1,0.0337529556
0.965,1,0.0343046277
0.966,1,0.034877945
0.967,1,0.0354742818
0.968,1,0.0360951439
0.969,1,0.0367422016
0.97,1,0.0374172915
0.971,1,0.0381224716
0.972,1,0.0388600177
0.973,1,0.039632499
0.974,1,0.0404428246
0.975,1,0.0412942354
0.976,1,0.042190463
0.977,1,0.0431357457
0.978,1,0.0441349675
0.979,1,0.0451937875
0.98,1,0.0463187643
0.981,1,0.0475176076
0.982,1,0.0487994072
0.983,1,0.0501750591
0.984,1,0.0516575798
0.985,1,0.0532628813
0.986,1,0.0550104451
0.987,1,0.0569246419
0.988,1,0.0590361098
0.989,1,0.0613842453
0.99,1,0.0640205008
0.991,1,0.0670134627
0.992,1,0.0704568846
0.993,1,0.0744825154
0.994,1,0.0792822579
0.995,1,0.0851484968
0.996,1,0.092555372
0.997,1,0.102350079
0.998,1,0.116609121
0.999,1,0.142026372
1,1,0.547983162
1.001,1,1.57706109
1.002,1,1.62441108
1.003,1,1.64721442
1.004,1,1.6636764
1.005,1,1.67558542
1.006,1,1.6848154
1.007,1,1.69223912
1.008,1,1.69833721
1.009,1,1.70345333
1.01,1,1.70782809
1.011,1,1.7116301
1.012,1,1.71498059
1.013,1,1.71796831
1.014,1,1.72065988
1.015,1,1.72310597
1.016,1,1.72534589
1.017,1,1.72741059
1.018,1,1.72932477
1.019,1,1.73110841
1.02,1,1.73277776
1.021,1,1.73434641
1.022,1,1.73582556
1.023,1,1.73722467
1.024,1,1.73855182
1.025,1,1.73981389
1.026,1,1.74101673
1.027,1,1.74216556
1.028,1,1.74326476
1.029,1,1.7443183
1.03,1,1.74532959
1.031,1,1.7463017
1.032,1,1.74723735
1.033,1,1.74813893
1.034,1,1.74900864
1.035,1,1.74984842
1.036,1,1.75066003
1.037,1,1.75144508
1.038,1,1.75220501
1.039,1,1.75294113
1.04,1,1.75365467
1.041,1,1.75434675
1.042,1,1.75501834
1.043,1,1.75567043
1.044,1,1.75630386
1.045,1,1.75691947
1.046,1,1.75751797
1.047,1,1.75810006
1.048,1,1.7586664
1.049,1,1.75921759
1.05,1,1.7597542
1.051,1,1.76027675
1.052,1,1.76078576
1.053,1,1.76128168
1.054,1,1.76176496
1.055,1,1.76223602
1.056,1,1.76269526
1.057,1,1.76314305
1.058,1,1.76357974
1.059,1,1.76400568
1.06,1,1.76442119
1.061,1,1.76482656
1.062,1,1.76522212
1.063,1,1.76560811
1.064,1,1.76598482
1.065,1,1.7663525
1.066,1,1.7667114
1.067,1,1.76706177
1.068,1,1.76740379
1.069,1,1.76773773
1.07,1,1.76806378
1.071,1,1.76838212
1.072,1,1.76869299
1.073,1,1.76899655
1.074,1,1.76929299
1.075,1,1.76958248
1.076,1,1.7698652
1.077,1,1.7701413
1.078,1,1.77041097
1.079,1,1.77067433
1.08,1,1.77093157
1.081,1,1.77118279
1.082,1,1.77142817
1.083,1,1.77166783
1.084,1,1.7719019
1.085,1,1.77213054
1.086,1,1.77235384
1.087,1,1.77257194
1.088,1,1.77278497
1.089,1,1.77299303
1.09,1,1.77319625
1.091,1,1.77339474
1.092,1,1.7735886
1.093,1,1.77377794
1.094,1,1.77396286
1.095,1,1.77414347
1.096,1,1.77431988
1.097,1,1.77449215
1.098,1,1.77466041
1.099,1,1.77482475
1.1,1,1.77498522
1.101,1,1.77514197
1.102,1,1.77529503
1.103,1,1.77544452
1.104,1,1.7755905
1.105,1,1.77573306
1.106,1,1.77587229
1.107,1,1.77600825
1.108,1,1.77614103
1.109,1,1.77627069
1.11,1,1.7763973
1.111,1,1.77652095
1.112,1,1.7766417
1.113,1,1.7767596
1.114,1,1.77687473
1.115,1,1.77698717
1.116,1,1.77709695
1.117,1,1.77720416
1.118,1,1.77730884
1.119,1,1.77741107
1.12,1,1.7775109
1.121,1,1.77760837
1.122,1,1.77770357
1.123,1,1.77779651
1.124,1,1.77788728
1.125,1,1.77797591
1.126,1,1.77806247
1.127,1,1.77814698
1.128,1,1.77822952
1.129,1,1.77831012
1.13,1,1.77838882
1.131,1,1.77846569
1.132,1,1.77854075
1.133,1,1.77861407
1.134,1,1.77868565
1.135,1,1.77875557
1.136,1,1.77882386
1.137,1,1.77889056
1.138,1,1.77895569
1.139,1,1.77901932
1.14,1,1.77908146
1.141,1,1.77914216
1.142,1,1.77920146
1.143,1,1.77925938
1.144,1,1.77931595
1.145,1,1.77937123
1.146,1,1.77942522
1.147,1,1.77947798
1.148,1,1.77952952
1.149,1,1.77957989
1.15,1,1.77962909
1.151,1,1.77967718
1.152,1,1.77972416
1.153,1,1.77977009
1.154,1,1.77981496
1.155,1,1.77985882
1.156,1,1.7799017
1.157,1,1.7799436
1.158,1,1.77998456
1.159,1,1.78002461
1.16,1,1.78006376
1.161,1,1.78010204
1.162,1,1.78013947
1.163,1,1.78017607
1.164,1,1.78021188
1.165,1,1.78024688
1.166,1,1.78028113
1.167,1,1.78031462
1.168,1,1.78034739
1.169,1,1.78037945
1.17,1,1.78041082
1.171,1,1.78044151
1.172,1,1.78047155
1.173,1,1.78050095
1.174,1,1.78052972
1.175,1,1.78055789
1.176,1,1.78058547
1.177,1,1.78061248
1.178,1,1.78063892
1.179,1,1.78066481
1.18,1,1.78069018
1.181,1,1.78071502
1.182,1,1.78073936
1.183,1,1.78076321
1.184,1,1.78078658
1.185,1,1.78080948
1.186,1,1.78083194
1.187,1,1.78085394
1.188,1,1.78087552
1.189,1,1.78089667
1.19,1,1.78091742
1.191,1,1.78093777
1.192,1,1.78095773
1.193,1,1.78097731
1.194,1,1.78099654
1.195,1,1.7810154
1.196,1,1.78103391
1.197,1,1.78105208
1.198,1,1.78106992
1.199,1,1.78108744
1.2,1,1.78110465
1.201,1,1.78112156
1.202,1,1.78113817
1.203,1,1.78115448
1.204,1,1.78117052
1.205,1,1.78118629
1.206,1,1.78120178
1.207,1,1.78121702
1.208,1,1.78123201
1.209,1,1.78124675
1.21,1,1.78126125
1.211,1,1.78127553
1.212,1,1.78128956
1.213,1,1.78130338
1.214,1,1.781317
1.215,1,1.78133039
1.216,1,1.78134359
1.217,1,1.78135659
1.218,1,1.78136939
1.219,1,1.781382
1.22,1,1.78139444
1.221,1,1.78140669
1.222,1,1.78141879
1.223,1,1.7814307
1.224,1,1.78144245
1.225,1,1.78145405
1.226,1,1.78146548
1.227,1,1.78147677
1.228,1,1.78148791
1.229,1,1.78149891
1.23,1,1.78150977
1.231,1,1.78152049
1.232,1,1.78153108
1.233,1,1.78154155
1.234,1,1.78155188
1.235,1,1.7815621
1.236,1,1.7815722
1.237,1,1.78158218
1.238,1,1.78159206
1.239,1,1.78160182
1.24,1,1.78161147
1.241,1,1.78162103
1.242,1,1.78163048
1.243,1,1.78163985
1.244,1,1.78164911
1.245,1,1.78165828
1.246,1,1.78166736
1.247,1,1.78167635
1.248,1,1.78168526
1.249,1,1.78169408
1.25,1,1.78170282
1.251,1,1.78171148
1.252,1,1.78172008
1.253,1,1.78172859
1.254,1,1.78173703
1.255,1,1.7817454
1.256,1,1.78175371
1.257,1,1.78176194
1.258,1,1.78177011
1.259,1,1.78177821
1.26,1,1.78178627
1.261,1,1.78179425
1.262,1,1.78180218
1.263,1,1.78181005
1.264,1,1.78181787
1.265,1,1.78182563
1.266,1,1.78183334
1.267,1,1.781841
1.268,1,1.78184861
1.269,1,1.78185617
1.27,1,1.78186369
1.271,1,1.78187115
1.272,1,1.78187858
1.273,1,1.78188597
1.274,1,1.7818933
1.275,1,1.7819006
1.276,1,1.78190786
1.277,1,1.78191508
1.278,1,1.78192225
1.279,1,1.78192941
1.28,1,1.78193652
1.281,1,1.78194359
1.282,1,1.78195062
1.283,1,1.78195764
1.284,1,1.78196461
1.285,1,1.78197155
1.286,1,1.78197847
1.287,1,1.78198534
1.288,1,1.7819922
1.289,1,1.78199903
1.29,1,1.78200583
1.291,1,1.78201259
1.292,1,1.78201934
1.293,1,1.78202606
1.294,1,1.78203276
1.295,1,1.78203942
1.296,1,1.78204607
1.297,1,1.7820527
1.298,1,1.7820593
1.299,1,1.78206588
1.3,1,1.78207244
1.301,1,1.78207898
1.302,1,1.7820855
1.303,1,1.782092
1.304,1,1.78209847
1.305,1,1.78210493
1.306,1,1.78211138
1.307,1,1.7821178
1.308,1,1.78212421
1.309,1,1.7821306
1.31,1,1.78213698
1.311,1,1.78214334
1.312,1,1.78214968
1.313,1,1.782156
1.314,1,1.78216232
1.315,1,1.78216861
1.316,1,1.7821749
1.317,1,1.78218117
1.318,1,1.78218743
1.319,1,1.78219367
1.32,1,1.7821999
1.321,1,1.78220612
1.322,1,1.78221233
1.323,1,1.78221852
1.324,1,1.7822247
1.325,1,1.78223087
1.326,1,1.78223704
1.327,1,1.78224318
1.328,1,1.78224932
1.329,1,1.78225545
1.33,1,1.78226157
1.331,1,1.78226768
1.332,1,1.78227378
1.333,1,1.78227986
1.334,1,1.78228595
1.335,1,1.78229202
1.336,1,1.78229808
1.337,1,1.78230414
1.338,1,1.78231018
1.339,1,1.78231622
1.34,1,1.78232225
1.341,1,1.78232827
1.342,1,1.78233428
1.343,1,1.78234029
1.344,1,1.78234628
1.345,1,1.78235227
1.346,1,1.78235827
1.347,1,1.78236424
1.348,1,1.78237022
1.349,1,1.78237618
1.35,1,1.78238214
1.351,1,1.78238809
1.352,1,1.78239403
1.353,1,1.78239997
1.354,1,1.7824059
1.355,1,1.78241183
1.356,1,1.78241775
1.357,1,1.78242367
1.358,1,1.78242958
1.359,1,1.78243549
1.36,1,1.78244139
1.361,1,1.78244729
1.362,1,1.78245318
1.363,1,1.78245906
1.364,1,1.78246494
1.365,1,1.78247082
1.366,1,1.78247668
1.367,1,1.78248255
1.368,1,1.78248841
1.369,1,1.78249427
1.37,1,1.78250012
1.371,1,1.78250597
1.372,1,1.78251181
1.373,1,1.78251766
1.374,1,1.78252349
1.375,1,1.78252932
1.376,1,1.78253516
1.377,1,1.78254097
1.378,1,1.7825468
1.379,1,1.78255261
1.38,1,1.78255843
1.381,1,1.78256423
1.382,1,1.78257004
1.383,1,1.78257585
1.384,1,1.78258164
1.385,1,1.78258743
1.386,1,1.78259323
1.387,1,1.78259902
1.388,1,1.7826048
1.389,1,1.78261059
1.39,1,1.78261637
1.391,1,1.78262214
1.392,1,1.78262791
1.393,1,1.78263368
1.394,1,1.78263945
1.395,1,1.78264521
1.396,1,1.78265097
1.397,1,1.78265673
1.398,1,1.78266249
1.399,1,1.78266825
1.4,1,1.78267398
1.401,1,1.78267973
1.402,1,1.78268548
1.403,1,1.78269122
1.404,1,1.78269696
1.405,1,1.78270269
1.406,1,1.78270843
1.407,1,1.78271416
1.408,1,1.78271989
1.409,1,1.78272562
1.41,1,1.78273134
1.411,1,1.78273706
1.412,1,1.78274278
1.413,1,1.78274849
1.414,1,1.78275421
1.415,1,1.78275992
1.416,1,1.78276563
1.417,1,1.78277134
1.418,1,1.78277705
1.419,1,1.78278275
1.42,1,1.78278845
1.421,1,1.78279414
1.422,1,1.78279984
1.423,1,1.78280554
1.424,1,1.78281122
1.425,1,1.78281692
1.426,1,1.78282261
1.427,1,1.78282828
1.428,1,1.78283397
1.429,1,1.78283965
1.43,1,1.78284533
1.431,1,1.78285101
1.432,1,1.78285669
1.433,1,1.78286236
1.434,1,1.78286803
1.435,1,1.7828737
1.436,1,1.78287937
1.437,1,1.78288504
1.438,1,1.7828907
1.439,1,1.78289636
1.44,1,1.78290202
1.441,1,1.78290768
1.442,1,1.78291333
1.443,1,1.78291899
1.444,1,1.78292464
1.445,1,1.7829303
1.446,1,1.78293595
1.447,1,1.78294159
1.448,1,1.78294723
1.449,1,1.78295288
1.45,1,1.78295852
1.451,1,1.78296417
1.452,1,1.7829698
1.453,1,1.78297544
1.454,1,1.78298107
1.455,1,1.7829867
1.456,1,1.78299234
1.457,1,1.78299797
1.458,1,1.7830036
1.459,1,1.78300922
1.46,1,1.78301484
1.461,1,1.78302047
1.462,1,1.7830261
1.463,1,1.78303172
1.464,1,1.78303734
1.465,1,1.78304295
1.466,1,1.78304857
1.467,1,1.78305418
1.468,1,1.78305979
1.469,1,1.7830654
1.47,1,1.78307101
1.471,1,1.78307663
1.472,1,1.78308223
1.473,1,1.78308783
1.474,1,1.78309343
1.475,1,1.78309903
1.476,1,1.78310463
1.477,1,1.78311023
1.478,1,1.78311583
1.479,1,1.78312142
1.48,1,1.78312701
1.481,1,1.78313261
1.482,1,1.7831382
1.483,1,1.78314379
1.484,1,1.78314938
1.485,1,1.78315497
1.486,1,1.78316055
1.487,1,1.78316614
1.488,1,1.78317172
1.489,1,1.7831773
1.49,1,1.78318287
1.491,1,1.78318845
1.492,1,1.78319403
1.493,1,1.7831996
1.494,1,1.78320518
1.495,1,1.78321075
1.496,1,1.78321632
1.497,1,1.78322189
1.498,1,1.78322746
1.499,1,1.78323302
1.5,1,1.78323859
1.501,1,1.78324415
1.502,1,1.78324972
1.503,1,1.78325528
1.504,1,1.78326084
1.505,1,1.78326639
1.506,1,1.78327195
1.507,1,1.78327751
1.508,1,1.78328306
1.509,1,1.78328861
1.51,1,1.78329416
1.511,1,1.78329972
1.512,1,1.78330526
1.513,1,1.78331082
1.514,1,1.78331636
1.515,1,1.78332191
1.516,1,1.78332745
1.517,1,1.78333299
1.518,1,1.78333853
1.519,1,1.78334407
1.52,1,1.78334961
1.521,1,1.78335514
1.522,1,1.78336068
1.523,1,1.78336621
1.524,1,1.78337175
1.525,1,1.78337727
1.526,1,1.78338281
1.527,1,1.78338834
1.528,1,1.78339386
1.529,1,1.78339939
1.53,1,1.78340492
1.531,1,1.78341044
1.532,1,1.78341597
1.533,1,1.78342149
1.534,1,1.78342701
1.535,1,1.78343253
1.536,1,1.78343804
1.537,1,1.78344356
1.538,1,1.78344908
1.539,1,1.78345459
1.54,1,1.7834601
1.541,1,1.78346561
1.542,1,1.78347113
1.543,1,1.78347664
1.544,1,1.78348215
1.545,1,1.78348766
1.546,1,1.78349316
1.547,1,1.78349867
1.548,1,1.78350417
1.549,1,1.78350968
1.55,1,1.78351517
1.551,1,1.78352068
1.552,1,1.78352618
1.553,1,1.78353167
