V1,V2,Vout
1.103,1.25,0.0149983004
1.104,1.25,0.0150226005
1.105,1.25,0.0150475675
1.106,1.25,0.0150732209
1.107,1.25,0.015099575
1.108,1.25,0.0151266493
1.109,1.25,0.0151544595
1.11,1.25,0.0151830322
1.111,1.25,0.0152123851
1.112,1.25,0.0152425341
1.113,1.25,0.0152735116
1.114,1.25,0.0153053266
1.115,1.25,0.0153380107
1.116,1.25,0.0153715817
1.117,1.25,0.015406066
1.118,1.25,0.0154414902
1.119,1.25,0.0154778756
1.12,1.25,0.0155152394
1.121,1.25,0.0155536281
1.122,1.25,0.0155930512
1.123,1.25,0.0156335419
1.124,1.25,0.0156751315
1.125,1.25,0.0157178405
1.126,1.25,0.0157617067
1.127,1.25,0.0158067628
1.128,1.25,0.0158530275
1.129,1.25,0.0159005455
1.13,1.25,0.0159493489
1.131,1.25,0.015999461
1.132,1.25,0.0160509273
1.133,1.25,0.0161037778
1.134,1.25,0.0161580491
1.135,1.25,0.0162137833
1.136,1.25,0.0162710152
1.137,1.25,0.0163297838
1.138,1.25,0.0163901374
1.139,1.25,0.0164521092
1.14,1.25,0.0165157435
1.141,1.25,0.0165810875
1.142,1.25,0.0166481861
1.143,1.25,0.0167170823
1.144,1.25,0.0167878203
1.145,1.25,0.0168604605
1.146,1.25,0.016935048
1.147,1.25,0.0170116385
1.148,1.25,0.0170902736
1.149,1.25,0.0171710208
1.15,1.25,0.0172539281
1.151,1.25,0.0173390561
1.152,1.25,0.017426468
1.153,1.25,0.0175162217
1.154,1.25,0.017608377
1.155,1.25,0.0177030043
1.156,1.25,0.0178001697
1.157,1.25,0.0178999386
1.158,1.25,0.018002388
1.159,1.25,0.0181075858
1.16,1.25,0.0182156096
1.161,1.25,0.0183265318
1.162,1.25,0.0184404431
1.163,1.25,0.0185574134
1.164,1.25,0.0186775337
1.165,1.25,0.0188008899
1.166,1.25,0.0189275762
1.167,1.25,0.0190576836
1.168,1.25,0.0191913108
1.169,1.25,0.0193285584
1.17,1.25,0.0194695208
1.171,1.25,0.0196143134
1.172,1.25,0.0197630444
1.173,1.25,0.019915829
1.174,1.25,0.0200727855
1.175,1.25,0.020234036
1.176,1.25,0.0203997041
1.177,1.25,0.0205699292
1.178,1.25,0.0207448413
1.179,1.25,0.0209245906
1.18,1.25,0.0211093132
1.181,1.25,0.0212991752
1.182,1.25,0.0214943313
1.183,1.25,0.0216949445
1.184,1.25,0.0219011901
1.185,1.25,0.0221132598
1.186,1.25,0.022331324
1.187,1.25,0.0225555968
1.188,1.25,0.0227862704
1.189,1.25,0.0230235806
1.19,1.25,0.0232677292
1.191,1.25,0.023518969
1.192,1.25,0.0237775478
1.193,1.25,0.0240437195
1.194,1.25,0.0243177645
1.195,1.25,0.0245999761
1.196,1.25,0.0248906468
1.197,1.25,0.0251901089
1.198,1.25,0.0254986997
1.199,1.25,0.0258167748
1.2,1.25,0.0261447192
1.201,1.25,0.026482939
1.202,1.25,0.0268318597
1.203,1.25,0.0271919386
1.204,1.25,0.0275636684
1.205,1.25,0.0279475616
1.206,1.25,0.0283441776
1.207,1.25,0.0287541113
1.208,1.25,0.0291780057
1.209,1.25,0.0296165427
1.21,1.25,0.0300704665
1.211,1.25,0.030540579
1.212,1.25,0.0310277496
1.213,1.25,0.0315329134
1.214,1.25,0.0320570961
1.215,1.25,0.0326014155
1.216,1.25,0.0331670931
1.217,1.25,0.0337554797
1.218,1.25,0.034368023
1.219,1.25,0.0350063682
1.22,1.25,0.0356723296
1.221,1.25,0.0363678956
1.222,1.25,0.0370953098
1.223,1.25,0.0378570779
1.224,1.25,0.0386560275
1.225,1.25,0.0394953601
1.226,1.25,0.0403787165
1.227,1.25,0.0413102134
1.228,1.25,0.0422946444
1.229,1.25,0.0433375273
1.23,1.25,0.0444452737
1.231,1.25,0.0456254427
1.232,1.25,0.0468869356
1.233,1.25,0.0482403922
1.234,1.25,0.0496986283
1.235,1.25,0.0512772077
1.236,1.25,0.0529953386
1.237,1.25,0.0548769493
1.238,1.25,0.0569523567
1.239,1.25,0.0592604872
1.24,1.25,0.0618524242
1.241,1.25,0.0647964813
1.242,1.25,0.0681864734
1.243,1.25,0.0721547888
1.244,1.25,0.0768952903
1.245,1.25,0.0827047805
1.246,1.25,0.0900661068
1.247,1.25,0.0998406622
1.248,1.25,0.114114048
1.249,1.25,0.139309533
1.25,1.25,0.547076916
1.251,1.25,1.58149932
1.252,1.25,1.62684336
1.253,1.25,1.64969619
1.254,1.25,1.66618894
1.255,1.25,1.67804241
1.256,1.25,1.68718175
1.257,1.25,1.69451551
1.258,1.25,1.70053191
1.259,1.25,1.70557595
1.26,1.25,1.70988843
1.261,1.25,1.71363719
1.262,1.25,1.71694229
1.263,1.25,1.71989147
1.264,1.25,1.72255022
1.265,1.25,1.72496832
1.266,1.25,1.72718443
1.267,1.25,1.7292288
1.268,1.25,1.7311256
1.269,1.25,1.73289435
1.27,1.25,1.73455102
1.271,1.25,1.73610879
1.272,1.25,1.73757867
1.273,1.25,1.7389699
1.274,1.25,1.74029034
1.275,1.25,1.74154669
1.276,1.25,1.74274476
1.277,1.25,1.74388954
1.278,1.25,1.74498537
1.279,1.25,1.74603612
1.28,1.25,1.74704517
1.281,1.25,1.74801545
1.282,1.25,1.74894962
1.283,1.25,1.7498501
1.284,1.25,1.75071897
1.285,1.25,1.75155815
1.286,1.25,1.75236939
1.287,1.25,1.75315422
1.288,1.25,1.75391408
1.289,1.25,1.75465029
1.29,1.25,1.75536401
1.291,1.25,1.75605633
1.292,1.25,1.75672827
1.293,1.25,1.75738073
1.294,1.25,1.75801458
1.295,1.25,1.75863062
1.296,1.25,1.75922956
1.297,1.25,1.7598121
1.298,1.25,1.7603789
1.299,1.25,1.76093052
1.3,1.25,1.76146754
1.301,1.25,1.76199047
1.302,1.25,1.76249984
1.303,1.25,1.76299606
1.304,1.25,1.76347963
1.305,1.25,1.7639509
1.306,1.25,1.76441032
1.307,1.25,1.76485823
1.308,1.25,1.765295
1.309,1.25,1.76572095
1.31,1.25,1.76613641
1.311,1.25,1.76654169
1.312,1.25,1.76693707
1.313,1.25,1.76732284
1.314,1.25,1.76769927
1.315,1.25,1.7680666
1.316,1.25,1.76842509
1.317,1.25,1.76877497
1.318,1.25,1.76911647
1.319,1.25,1.7694498
1.32,1.25,1.76977518
1.321,1.25,1.77009282
1.322,1.25,1.7704029
1.323,1.25,1.77070563
1.324,1.25,1.77100117
1.325,1.25,1.7712897
1.326,1.25,1.7715714
1.327,1.25,1.77184645
1.328,1.25,1.77211498
1.329,1.25,1.77237718
1.33,1.25,1.77263317
1.331,1.25,1.77288313
1.332,1.25,1.77312718
1.333,1.25,1.77336547
1.334,1.25,1.77359812
1.335,1.25,1.77382529
1.336,1.25,1.77404708
1.337,1.25,1.77426365
1.338,1.25,1.77447508
1.339,1.25,1.77468152
1.34,1.25,1.77488308
1.341,1.25,1.77507987
1.342,1.25,1.775272
1.343,1.25,1.77545958
1.344,1.25,1.7756427
1.345,1.25,1.77582149
1.346,1.25,1.77599605
1.347,1.25,1.77616644
1.348,1.25,1.7763328
1.349,1.25,1.7764952
1.35,1.25,1.77665374
1.351,1.25,1.77680849
1.352,1.25,1.77695958
1.353,1.25,1.77710705
1.354,1.25,1.77725101
1.355,1.25,1.77739154
1.356,1.25,1.77752871
1.357,1.25,1.77766261
1.358,1.25,1.7777933
1.359,1.25,1.77792087
1.36,1.25,1.77804538
1.361,1.25,1.77816692
1.362,1.25,1.77828555
1.363,1.25,1.77840133
1.364,1.25,1.77851434
1.365,1.25,1.77862465
1.366,1.25,1.77873231
1.367,1.25,1.77883738
1.368,1.25,1.77893993
1.369,1.25,1.77904002
1.37,1.25,1.77913771
1.371,1.25,1.77923305
1.372,1.25,1.77932611
1.373,1.25,1.77941693
1.374,1.25,1.77950557
1.375,1.25,1.77959209
1.376,1.25,1.77967652
1.377,1.25,1.77975893
1.378,1.25,1.77983936
1.379,1.25,1.77991786
1.38,1.25,1.77999449
1.381,1.25,1.78006927
1.382,1.25,1.78014226
1.383,1.25,1.78021351
1.384,1.25,1.78028305
1.385,1.25,1.78035093
1.386,1.25,1.78041718
1.387,1.25,1.78048186
1.388,1.25,1.78054499
1.389,1.25,1.78060662
1.39,1.25,1.78066678
1.391,1.25,1.78072551
1.392,1.25,1.78078285
1.393,1.25,1.78083882
1.394,1.25,1.78089347
1.395,1.25,1.78094683
1.396,1.25,1.78099892
1.397,1.25,1.78104978
1.398,1.25,1.78109946
1.399,1.25,1.78114796
1.4,1.25,1.78119532
1.401,1.25,1.78124158
1.402,1.25,1.78128675
1.403,1.25,1.78133087
1.404,1.25,1.78137396
1.405,1.25,1.78141607
1.406,1.25,1.78145719
1.407,1.25,1.78149735
1.408,1.25,1.78153659
1.409,1.25,1.78157494
1.41,1.25,1.7816124
1.411,1.25,1.78164901
1.412,1.25,1.78168478
1.413,1.25,1.78171975
1.414,1.25,1.78175392
1.415,1.25,1.78178732
1.416,1.25,1.78181998
1.417,1.25,1.78185189
1.418,1.25,1.78188309
1.419,1.25,1.78191361
1.42,1.25,1.78194345
1.421,1.25,1.78197263
1.422,1.25,1.78200117
1.423,1.25,1.78202909
1.424,1.25,1.78205639
1.425,1.25,1.78208311
1.426,1.25,1.78210926
1.427,1.25,1.78213484
1.428,1.25,1.78215988
1.429,1.25,1.78218438
1.43,1.25,1.78220837
1.431,1.25,1.78223185
1.432,1.25,1.78225485
1.433,1.25,1.78227736
1.434,1.25,1.78229942
1.435,1.25,1.78232101
1.436,1.25,1.78234218
1.437,1.25,1.78236291
1.438,1.25,1.78238322
1.439,1.25,1.78240313
1.44,1.25,1.78242265
1.441,1.25,1.78244177
1.442,1.25,1.78246054
1.443,1.25,1.78247893
1.444,1.25,1.78249696
1.445,1.25,1.78251466
1.446,1.25,1.78253201
1.447,1.25,1.78254905
1.448,1.25,1.78256576
1.449,1.25,1.78258216
1.45,1.25,1.78259828
1.451,1.25,1.78261409
1.452,1.25,1.78262961
1.453,1.25,1.78264486
1.454,1.25,1.78265985
1.455,1.25,1.78267456
1.456,1.25,1.78268903
1.457,1.25,1.78270325
1.458,1.25,1.78271721
1.459,1.25,1.78273096
1.46,1.25,1.78274448
1.461,1.25,1.78275776
1.462,1.25,1.78277084
1.463,1.25,1.7827837
1.464,1.25,1.78279636
1.465,1.25,1.78280882
1.466,1.25,1.78282109
1.467,1.25,1.78283316
1.468,1.25,1.78284506
1.469,1.25,1.78285678
1.47,1.25,1.78286832
1.471,1.25,1.7828797
1.472,1.25,1.78289091
1.473,1.25,1.78290196
1.474,1.25,1.78291286
1.475,1.25,1.78292361
1.476,1.25,1.78293422
1.477,1.25,1.78294467
1.478,1.25,1.78295499
1.479,1.25,1.78296517
1.48,1.25,1.78297523
1.481,1.25,1.78298516
1.482,1.25,1.78299496
1.483,1.25,1.78300464
1.484,1.25,1.78301421
1.485,1.25,1.78302366
1.486,1.25,1.783033
1.487,1.25,1.78304223
1.488,1.25,1.78305136
1.489,1.25,1.78306039
1.49,1.25,1.78306931
1.491,1.25,1.78307814
1.492,1.25,1.78308688
1.493,1.25,1.78309553
1.494,1.25,1.78310408
1.495,1.25,1.78311256
1.496,1.25,1.78312094
1.497,1.25,1.78312925
1.498,1.25,1.78313747
1.499,1.25,1.78314563
1.5,1.25,1.7831537
1.501,1.25,1.7831617
1.502,1.25,1.78316963
1.503,1.25,1.78317749
1.504,1.25,1.78318529
1.505,1.25,1.78319302
1.506,1.25,1.78320069
1.507,1.25,1.78320829
1.508,1.25,1.78321583
1.509,1.25,1.78322333
1.51,1.25,1.78323075
1.511,1.25,1.78323814
1.512,1.25,1.78324546
1.513,1.25,1.78325273
1.514,1.25,1.78325994
1.515,1.25,1.78326712
1.516,1.25,1.78327425
1.517,1.25,1.78328132
1.518,1.25,1.78328835
1.519,1.25,1.78329534
1.52,1.25,1.78330228
1.521,1.25,1.78330919
1.522,1.25,1.78331605
1.523,1.25,1.78332287
1.524,1.25,1.78332965
1.525,1.25,1.7833364
1.526,1.25,1.78334312
1.527,1.25,1.78334979
1.528,1.25,1.78335643
1.529,1.25,1.78336304
1.53,1.25,1.78336962
1.531,1.25,1.78337617
1.532,1.25,1.78338269
1.533,1.25,1.78338917
1.534,1.25,1.78339562
1.535,1.25,1.78340205
1.536,1.25,1.78340845
1.537,1.25,1.78341482
1.538,1.25,1.78342117
1.539,1.25,1.78342749
1.54,1.25,1.78343379
1.541,1.25,1.78344007
1.542,1.25,1.78344632
1.543,1.25,1.78345255
1.544,1.25,1.78345875
1.545,1.25,1.78346494
1.546,1.25,1.78347111
1.547,1.25,1.78347725
1.548,1.25,1.78348338
1.549,1.25,1.78348948
1.55,1.25,1.78349556
1.551,1.25,1.78350164
1.552,1.25,1.78350769
1.553,1.25,1.78351372
1.554,1.25,1.78351974
1.555,1.25,1.78352574
1.556,1.25,1.78353172
1.557,1.25,1.7835377
1.558,1.25,1.78354366
1.559,1.25,1.78354959
1.56,1.25,1.78355551
1.561,1.25,1.78356143
1.562,1.25,1.78356733
1.563,1.25,1.78357322
1.564,1.25,1.78357909
1.565,1.25,1.78358495
1.566,1.25,1.7835908
1.567,1.25,1.78359664
1.568,1.25,1.78360246
1.569,1.25,1.78360828
1.57,1.25,1.78361409
1.571,1.25,1.78361988
1.572,1.25,1.78362566
1.573,1.25,1.78363143
1.574,1.25,1.78363719
1.575,1.25,1.78364295
1.576,1.25,1.78364869
1.577,1.25,1.78365443
1.578,1.25,1.78366016
1.579,1.25,1.78366587
1.58,1.25,1.78367158
1.581,1.25,1.78367729
1.582,1.25,1.78368298
1.583,1.25,1.78368866
1.584,1.25,1.78369434
1.585,1.25,1.78370001
1.586,1.25,1.78370567
1.587,1.25,1.78371133
1.588,1.25,1.78371698
1.589,1.25,1.78372262
1.59,1.25,1.78372826
1.591,1.25,1.78373389
1.592,1.25,1.78373951
1.593,1.25,1.78374513
1.594,1.25,1.78375074
1.595,1.25,1.78375634
1.596,1.25,1.78376195
1.597,1.25,1.78376755
1.598,1.25,1.78377313
1.599,1.25,1.78377872
1.6,1.25,1.7837843
1.601,1.25,1.78378987
1.602,1.25,1.78379544
1.603,1.25,1.78380101
1.604,1.25,1.78380656
1.605,1.25,1.78381212
1.606,1.25,1.78381768
1.607,1.25,1.78382322
1.608,1.25,1.78382877
1.609,1.25,1.7838343
1.61,1.25,1.78383984
1.611,1.25,1.78384537
1.612,1.25,1.7838509
1.613,1.25,1.78385642
1.614,1.25,1.78386194
1.615,1.25,1.78386745
1.616,1.25,1.78387296
1.617,1.25,1.78387847
1.618,1.25,1.78388398
1.619,1.25,1.78388948
1.62,1.25,1.78389498
1.621,1.25,1.78390047
1.622,1.25,1.78390597
1.623,1.25,1.78391145
1.624,1.25,1.78391694
1.625,1.25,1.78392242
1.626,1.25,1.78392791
1.627,1.25,1.78393339
1.628,1.25,1.78393886
1.629,1.25,1.78394433
1.63,1.25,1.7839498
1.631,1.25,1.78395527
1.632,1.25,1.78396074
1.633,1.25,1.78396619
1.634,1.25,1.78397165
1.635,1.25,1.78397711
1.636,1.25,1.78398257
1.637,1.25,1.78398802
1.638,1.25,1.78399347
1.639,1.25,1.78399892
1.64,1.25,1.78400436
1.641,1.25,1.7840098
1.642,1.25,1.78401524
1.643,1.25,1.78402069
1.644,1.25,1.78402612
1.645,1.25,1.78403156
1.646,1.25,1.78403699
1.647,1.25,1.78404242
1.648,1.25,1.78404785
1.649,1.25,1.78405328
1.65,1.25,1.78405871
1.651,1.25,1.78406413
1.652,1.25,1.78406954
1.653,1.25,1.78407497
1.654,1.25,1.78408039
1.655,1.25,1.7840858
1.656,1.25,1.78409121
1.657,1.25,1.78409663
1.658,1.25,1.78410204
1.659,1.25,1.78410745
1.66,1.25,1.78411286
1.661,1.25,1.78411826
1.662,1.25,1.78412367
1.663,1.25,1.78412907
1.664,1.25,1.78413448
1.665,1.25,1.78413987
1.666,1.25,1.78414528
1.667,1.25,1.78415067
1.668,1.25,1.78415607
1.669,1.25,1.78416147
1.67,1.25,1.78416685
1.671,1.25,1.78417225
1.672,1.25,1.78417764
1.673,1.25,1.78418303
1.674,1.25,1.78418841
1.675,1.25,1.7841938
1.676,1.25,1.78419919
1.677,1.25,1.78420457
1.678,1.25,1.78420996
1.679,1.25,1.78421533
1.68,1.25,1.78422071
1.681,1.25,1.78422609
1.682,1.25,1.78423147
1.683,1.25,1.78423684
1.684,1.25,1.78424222
1.685,1.25,1.7842476
1.686,1.25,1.78425297
1.687,1.25,1.78425833
1.688,1.25,1.78426371
1.689,1.25,1.78426908
1.69,1.25,1.78427445
1.691,1.25,1.78427981
1.692,1.25,1.78428517
1.693,1.25,1.78429054
1.694,1.25,1.7842959
1.695,1.25,1.78430126
1.696,1.25,1.78430663
1.697,1.25,1.78431198
1.698,1.25,1.78431735
1.699,1.25,1.78432271
1.7,1.25,1.78432806
1.701,1.25,1.78433341
1.702,1.25,1.78433877
1.703,1.25,1.78434412
1.704,1.25,1.78434948
1.705,1.25,1.78435483
1.706,1.25,1.78436018
1.707,1.25,1.78436553
1.708,1.25,1.78437087
1.709,1.25,1.78437622
1.71,1.25,1.78438157
1.711,1.25,1.78438692
1.712,1.25,1.78439226
1.713,1.25,1.7843976
1.714,1.25,1.78440295
1.715,1.25,1.78440829
1.716,1.25,1.78441362
1.717,1.25,1.78441896
1.718,1.25,1.7844243
1.719,1.25,1.78442965
1.72,1.25,1.78443498
1.721,1.25,1.78444032
1.722,1.25,1.78444565
1.723,1.25,1.78445099
1.724,1.25,1.78445632
1.725,1.25,1.78446165
1.726,1.25,1.78446699
1.727,1.25,1.78447231
1.728,1.25,1.78447764
1.729,1.25,1.78448297
1.73,1.25,1.78448829
1.731,1.25,1.78449363
1.732,1.25,1.78449895
1.733,1.25,1.78450428
1.734,1.25,1.7845096
1.735,1.25,1.78451493
1.736,1.25,1.78452025
1.737,1.25,1.78452557
1.738,1.25,1.78453089
1.739,1.25,1.78453621
1.74,1.25,1.78454153
1.741,1.25,1.78454685
1.742,1.25,1.78455216
1.743,1.25,1.78455748
1.744,1.25,1.78456279
1.745,1.25,1.78456811
1.746,1.25,1.78457343
1.747,1.25,1.78457873
1.748,1.25,1.78458405
1.749,1.25,1.78458936
1.75,1.25,1.78459468
1.751,1.25,1.78459998
1.752,1.25,1.78460529
1.753,1.25,1.7846106
1.754,1.25,1.78461591
1.755,1.25,1.78462122
1.756,1.25,1.78462652
1.757,1.25,1.78463183
1.758,1.25,1.78463713
1.759,1.25,1.78464243
1.76,1.25,1.78464774
1.761,1.25,1.78465304
1.762,1.25,1.78465834
1.763,1.25,1.78466364
1.764,1.25,1.78466894
1.765,1.25,1.78467424
1.766,1.25,1.78467954
1.767,1.25,1.78468483
1.768,1.25,1.78469013
1.769,1.25,1.78469542
1.77,1.25,1.78470072
1.771,1.25,1.78470601
1.772,1.25,1.7847113
1.773,1.25,1.7847166
1.774,1.25,1.78472189
1.775,1.25,1.78472718
1.776,1.25,1.78473247
1.777,1.25,1.78473776
1.778,1.25,1.78474305
1.779,1.25,1.78474833
1.78,1.25,1.78475362
1.781,1.25,1.78475891
1.782,1.25,1.7847642
1.783,1.25,1.78476948
1.784,1.25,1.78477477
1.785,1.25,1.78478005
1.786,1.25,1.78478533
1.787,1.25,1.78479061
1.788,1.25,1.78479589
1.789,1.25,1.78480117
1.79,1.25,1.78480645
1.791,1.25,1.78481174
1.792,1.25,1.78481702
1.793,1.25,1.78482229
1.794,1.25,1.78482757
1.795,1.25,1.78483285
1.796,1.25,1.78483812
1.797,1.25,1.7848434
1.798,1.25,1.78484867
1.799,1.25,1.78485394
1.8,1.25,1.78485922
0,1.5,0.0129916557
0.001,1.5,0.0129916549
0.002,1.5,0.0129916553
0.003,1.5,0.0129916562
0.004,1.5,0.0129916555
0.005,1.5,0.0129916539
0.006,1.5,0.0129916545
0.007,1.5,0.0129916546
0.008,1.5,0.0129916554
0.009,1.5,0.0129916545
0.01,1.5,0.0129916546
0.011,1.5,0.0129916559
0.012,1.5,0.0129916572
0.013,1.5,0.0129916557
0.014,1.5,0.0129916554
0.015,1.5,0.0129916544
0.016,1.5,0.0129916547
0.017,1.5,0.0129916587
0.018,1.5,0.012991657
0.019,1.5,0.0129916553
0.02,1.5,0.0129916557
0.021,1.5,0.012991655
0.022,1.5,0.0129916556
0.023,1.5,0.0129916556
0.024,1.5,0.0129916559
0.025,1.5,0.0129916542
0.026,1.5,0.0129916548
0.027,1.5,0.0129916545
0.028,1.5,0.0129916549
0.029,1.5,0.0129916559
0.03,1.5,0.0129916571
0.031,1.5,0.0129916542
0.032,1.5,0.0129916556
0.033,1.5,0.0129916574
0.034,1.5,0.012991658
0.035,1.5,0.0129916536
0.036,1.5,0.0129916546
0.037,1.5,0.012991656
0.038,1.5,0.0129916573
0.039,1.5,0.0129916539
0.04,1.5,0.0129916553
0.041,1.5,0.0129916541
0.042,1.5,0.0129916546
0.043,1.5,0.0129916539
0.044,1.5,0.0129916563
0.045,1.5,0.012991657
0.046,1.5,0.0129916555
0.047,1.5,0.0129916544
0.048,1.5,0.0129916552
0.049,1.5,0.0129916541
0.05,1.5,0.012991655
0.051,1.5,0.0129916547
0.052,1.5,0.0129916552
0.053,1.5,0.012991654
0.054,1.5,0.012991655
0.055,1.5,0.0129916576
0.056,1.5,0.0129916572
0.057,1.5,0.012991654
0.058,1.5,0.0129916557
0.059,1.5,0.0129916578
0.06,1.5,0.0129916574
0.061,1.5,0.0129916543
0.062,1.5,0.0129916562
0.063,1.5,0.0129916579
0.064,1.5,0.0129916578
0.065,1.5,0.0129916555
0.066,1.5,0.0129916539
0.067,1.5,0.0129916558
0.068,1.5,0.0129916546
0.069,1.5,0.0129916559
0.07,1.5,0.0129916575
0.071,1.5,0.0129916541
0.072,1.5,0.0129916548
0.073,1.5,0.0129916543
0.074,1.5,0.0129916546
0.075,1.5,0.0129916549
0.076,1.5,0.0129916551
0.077,1.5,0.0129916553
0.078,1.5,0.0129916547
0.079,1.5,0.0129916553
0.08,1.5,0.0129916562
0.081,1.5,0.012991655
0.082,1.5,0.0129916548
0.083,1.5,0.0129916547
0.084,1.5,0.0129916538
0.085,1.5,0.0129916557
0.086,1.5,0.0129916567
0.087,1.5,0.0129916542
0.088,1.5,0.0129916549
0.089,1.5,0.012991654
0.09,1.5,0.0129916549
0.091,1.5,0.0129916549
0.092,1.5,0.0129916548
0.093,1.5,0.0129916547
0.094,1.5,0.0129916551
0.095,1.5,0.0129916554
0.096,1.5,0.0129916555
0.097,1.5,0.0129916553
0.098,1.5,0.0129916549
0.099,1.5,0.0129916551
0.1,1.5,0.0129916558
0.101,1.5,0.0129916551
0.102,1.5,0.0129916543
0.103,1.5,0.0129916551
0.104,1.5,0.0129916581
0.105,1.5,0.0129916548
0.106,1.5,0.0129916537
0.107,1.5,0.0129916559
0.108,1.5,0.0129916583
0.109,1.5,0.0129916544
0.11,1.5,0.0129916547
0.111,1.5,0.0129916541
0.112,1.5,0.012991655
0.113,1.5,0.0129916554
0.114,1.5,0.0129916548
0.115,1.5,0.0129916546
0.116,1.5,0.012991655
0.117,1.5,0.0129916541
0.118,1.5,0.0129916548
0.119,1.5,0.0129916539
0.12,1.5,0.0129916548
0.121,1.5,0.0129916556
0.122,1.5,0.0129916536
0.123,1.5,0.0129916545
0.124,1.5,0.0129916549
0.125,1.5,0.012991655
0.126,1.5,0.0129916544
0.127,1.5,0.0129916553
0.128,1.5,0.0129916556
0.129,1.5,0.0129916566
0.13,1.5,0.0129916553
0.131,1.5,0.0129916546
0.132,1.5,0.0129916541
0.133,1.5,0.0129916556
0.134,1.5,0.0129916554
0.135,1.5,0.0129916572
0.136,1.5,0.012991655
0.137,1.5,0.0129916552
0.138,1.5,0.012991656
0.139,1.5,0.0129916572
0.14,1.5,0.0129916554
0.141,1.5,0.0129916555
0.142,1.5,0.0129916549
0.143,1.5,0.0129916549
0.144,1.5,0.0129916559
0.145,1.5,0.0129916578
0.146,1.5,0.0129916553
0.147,1.5,0.0129916554
0.148,1.5,0.0129916562
0.149,1.5,0.0129916583
0.15,1.5,0.0129916547
0.151,1.5,0.0129916561
0.152,1.5,0.0129916564
0.153,1.5,0.0129916559
0.154,1.5,0.0129916556
0.155,1.5,0.0129916566
0.156,1.5,0.0129916553
0.157,1.5,0.0129916548
0.158,1.5,0.0129916548
0.159,1.5,0.0129916547
0.16,1.5,0.0129916541
0.161,1.5,0.012991655
0.162,1.5,0.0129916557
0.163,1.5,0.0129916567
0.164,1.5,0.0129916557
0.165,1.5,0.0129916557
0.166,1.5,0.0129916547
0.167,1.5,0.0129916551
0.168,1.5,0.0129916547
0.169,1.5,0.0129916558
0.17,1.5,0.0129916551
0.171,1.5,0.0129916571
0.172,1.5,0.0129916566
0.173,1.5,0.0129916573
0.174,1.5,0.0129916557
0.175,1.5,0.0129916563
0.176,1.5,0.0129916552
0.177,1.5,0.0129916557
0.178,1.5,0.0129916576
0.179,1.5,0.0129916547
0.18,1.5,0.0129916556
0.181,1.5,0.0129916559
0.182,1.5,0.0129916569
0.183,1.5,0.0129916556
0.184,1.5,0.0129916585
0.185,1.5,0.0129916551
0.186,1.5,0.0129916554
0.187,1.5,0.0129916543
0.188,1.5,0.0129916557
0.189,1.5,0.0129916571
0.19,1.5,0.0129916546
0.191,1.5,0.0129916562
0.192,1.5,0.0129916577
0.193,1.5,0.0129916551
0.194,1.5,0.012991656
0.195,1.5,0.0129916572
0.196,1.5,0.012991655
0.197,1.5,0.0129916552
0.198,1.5,0.0129916548
0.199,1.5,0.0129916542
0.2,1.5,0.0129916552
0.201,1.5,0.0129916553
0.202,1.5,0.0129916543
0.203,1.5,0.0129916561
0.204,1.5,0.0129916538
0.205,1.5,0.0129916553
0.206,1.5,0.0129916555
0.207,1.5,0.0129916547
0.208,1.5,0.0129916556
0.209,1.5,0.0129916565
0.21,1.5,0.0129916536
0.211,1.5,0.0129916563
0.212,1.5,0.0129916577
0.213,1.5,0.0129916591
0.214,1.5,0.0129916543
0.215,1.5,0.0129916553
0.216,1.5,0.0129916554
0.217,1.5,0.0129916554
0.218,1.5,0.012991655
0.219,1.5,0.0129916555
0.22,1.5,0.0129916573
0.221,1.5,0.0129916554
0.222,1.5,0.0129916548
0.223,1.5,0.0129916557
0.224,1.5,0.0129916567
0.225,1.5,0.0129916545
0.226,1.5,0.0129916553
0.227,1.5,0.012991656
0.228,1.5,0.012991658
0.229,1.5,0.0129916565
0.23,1.5,0.0129916563
0.231,1.5,0.0129916548
0.232,1.5,0.0129916543
0.233,1.5,0.012991656
0.234,1.5,0.0129916573
0.235,1.5,0.0129916566
0.236,1.5,0.0129916561
0.237,1.5,0.012991655
0.238,1.5,0.0129916552
0.239,1.5,0.0129916558
0.24,1.5,0.0129916547
0.241,1.5,0.0129916546
0.242,1.5,0.0129916557
0.243,1.5,0.0129916569
0.244,1.5,0.0129916563
0.245,1.5,0.0129916568
0.246,1.5,0.0129916546
0.247,1.5,0.0129916543
0.248,1.5,0.0129916562
0.249,1.5,0.0129916573
0.25,1.5,0.0129916535
0.251,1.5,0.0129916554
0.252,1.5,0.0129916561
0.253,1.5,0.0129916543
0.254,1.5,0.0129916547
0.255,1.5,0.0129916578
0.256,1.5,0.0129916577
0.257,1.5,0.0129916551
0.258,1.5,0.0129916549
0.259,1.5,0.012991655
0.26,1.5,0.0129916541
0.261,1.5,0.0129916565
0.262,1.5,0.0129916568
0.263,1.5,0.0129916554
0.264,1.5,0.0129916558
0.265,1.5,0.0129916571
0.266,1.5,0.0129916562
0.267,1.5,0.0129916575
0.268,1.5,0.0129916551
0.269,1.5,0.0129916549
0.27,1.5,0.012991655
0.271,1.5,0.0129916557
0.272,1.5,0.0129916568
0.273,1.5,0.0129916545
